"Correlation","Group","Dataset1","Dataset2","SameDataset"
0.0203376456533334,"Random shuffle within","RufZamojski2021M","RufZamojski2021M","TRUE"
0.144266456072196,"Within cluster","Vennekens2021M","RufZamojski2021M","FALSE"
0.0309262352262311,"Between clusters","Vennekens2021M","RufZamojski2021M","FALSE"
0.0540406980089496,"Within cluster","Vennekens2021M","RufZamojski2021M","FALSE"
0.0329252561538177,"Between clusters","Vennekens2021M","RufZamojski2021M","FALSE"
0.0428529221126057,"Within cluster","Vennekens2021M","RufZamojski2021M","FALSE"
0.0359686606681672,"Between clusters","Vennekens2021M","RufZamojski2021M","FALSE"
0.0443693411445147,"Within cluster","Vennekens2021M","RufZamojski2021M","FALSE"
0.0344819865810537,"Between clusters","Vennekens2021M","RufZamojski2021M","FALSE"
0.0498436944811648,"Within cluster","Vennekens2021M","RufZamojski2021M","FALSE"
0.0425180669049226,"Between clusters","Vennekens2021M","RufZamojski2021M","FALSE"
0.0636992199788538,"Within cluster","Cheung2018M","Vennekens2021M","FALSE"
0.026158740637218,"Between clusters","Cheung2018M","Vennekens2021M","FALSE"
0.0792305382672335,"Within cluster","Cheung2018M","Vennekens2021M","FALSE"
-0.0281827501041292,"Between clusters","Cheung2018M","Vennekens2021M","FALSE"
0.156720080682823,"Within cluster","Cheung2018M","Vennekens2021M","FALSE"
0.0180762435829486,"Between clusters","Cheung2018M","Vennekens2021M","FALSE"
0.29356372710604,"Within cluster","Cheung2018M","Vennekens2021M","FALSE"
-0.0553651121250855,"Between clusters","Cheung2018M","Vennekens2021M","FALSE"
0.0292028600427055,"Within cluster","Fletcher2019M","Vennekens2021M","FALSE"
0.0204476034075296,"Between clusters","Fletcher2019M","Vennekens2021M","FALSE"
-0.0148366490180127,"Within cluster","Fletcher2019M","Vennekens2021M","FALSE"
0.00362133209170341,"Between clusters","Fletcher2019M","Vennekens2021M","FALSE"
0.0404382883527317,"Within cluster","Fletcher2019M","Vennekens2021M","FALSE"
0.020437064052257,"Between clusters","Fletcher2019M","Vennekens2021M","FALSE"
0.0411983905912586,"Within cluster","Fletcher2019M","Vennekens2021M","FALSE"
0.0142237629002557,"Between clusters","Fletcher2019M","Vennekens2021M","FALSE"
0.132780018333847,"Within cluster","Lopez2021M","Vennekens2021M","FALSE"
0.0612265075281301,"Between clusters","Lopez2021M","Vennekens2021M","FALSE"
0.234073153901644,"Within cluster","Lopez2021M","Vennekens2021M","FALSE"
0.0936829934149097,"Between clusters","Lopez2021M","Vennekens2021M","FALSE"
0.0571705165261006,"Within cluster","Lopez2021M","Vennekens2021M","FALSE"
0.0623443632689254,"Between clusters","Lopez2021M","Vennekens2021M","FALSE"
0.451365596382653,"Within cluster","Lopez2021M","Vennekens2021M","FALSE"
-0.162029677172062,"Between clusters","Lopez2021M","Vennekens2021M","FALSE"
0.0664984016505888,"Within cluster","Mayran2019M","Vennekens2021M","FALSE"
0.0200013829824817,"Between clusters","Mayran2019M","Vennekens2021M","FALSE"
0.0532211595511314,"Within cluster","Mayran2019M","Vennekens2021M","FALSE"
0.0260810429549642,"Between clusters","Mayran2019M","Vennekens2021M","FALSE"
0.0343495471524412,"Within cluster","Mayran2019M","Vennekens2021M","FALSE"
0.0215055576491257,"Between clusters","Mayran2019M","Vennekens2021M","FALSE"
0.185781434532234,"Within cluster","Mayran2019M","Vennekens2021M","FALSE"
-0.0533794893898701,"Between clusters","Mayran2019M","Vennekens2021M","FALSE"
0.0607980202758544,"Within cluster","RufZamojski2021M","Vennekens2021M","FALSE"
0.0338551789713137,"Between clusters","RufZamojski2021M","Vennekens2021M","FALSE"
0.0403053330240865,"Within cluster","RufZamojski2021M","Vennekens2021M","FALSE"
0.0398213763287565,"Between clusters","RufZamojski2021M","Vennekens2021M","FALSE"
0.0754803243029834,"Within cluster","RufZamojski2021M","Vennekens2021M","FALSE"
0.0339463312317616,"Between clusters","RufZamojski2021M","Vennekens2021M","FALSE"
0.404809037753597,"Within cluster","RufZamojski2021M","Vennekens2021M","FALSE"
-0.127771294326532,"Between clusters","RufZamojski2021M","Vennekens2021M","FALSE"
0.119846360207593,"Within cluster","Vennekens2021M","Vennekens2021M","TRUE"
0.0219082158832337,"Between clusters","Vennekens2021M","Vennekens2021M","TRUE"
0.000244300658991812,"Random shuffle","Vennekens2021M","Vennekens2021M","TRUE"
0.0667924790828591,"Random shuffle within","Vennekens2021M","Vennekens2021M","TRUE"
0.133010093906594,"Within cluster","Vennekens2021M","Vennekens2021M","TRUE"
-0.0126416081629683,"Between clusters","Vennekens2021M","Vennekens2021M","TRUE"
0.00199544210630641,"Random shuffle","Vennekens2021M","Vennekens2021M","TRUE"
0.0766043129490946,"Random shuffle within","Vennekens2021M","Vennekens2021M","TRUE"
0.147307478015633,"Within cluster","Vennekens2021M","Vennekens2021M","TRUE"
0.0105749019838729,"Between clusters","Vennekens2021M","Vennekens2021M","TRUE"
-0.000136592696619133,"Random shuffle","Vennekens2021M","Vennekens2021M","TRUE"
0.103221176502732,"Random shuffle within","Vennekens2021M","Vennekens2021M","TRUE"
0.276937756878891,"Within cluster","Vennekens2021M","Vennekens2021M","TRUE"
-0.0396754518347921,"Between clusters","Vennekens2021M","Vennekens2021M","TRUE"
-0.000851885765121485,"Random shuffle","Vennekens2021M","Vennekens2021M","TRUE"
0.0864128802970335,"Random shuffle within","Vennekens2021M","Vennekens2021M","TRUE"
