Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
0.0453276627636979;1;61;154.041666666667;Path:mmu04940 Type I diabetes mellitus;http://www.genome.jp/kegg-bin/show_pathway?mmu04940; Cpe
0.0316274097444006;2;385;27.3851851851852;Path:mmu04080 Neuroactive ligand-receptor interaction;http://www.genome.jp/kegg-bin/show_pathway?mmu04080; Pomc  Nmb
