"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdcd7",3.96960086126362e-19,0.323106583813151,0.296,0.146,4.407447836261e-15,"1","Pdcd7"
"Nr4a1",4.00397573433147e-19,0.463499433103048,0.799,0.778,4.44561425782823e-15,"1","Nr4a1"
"Hsp90ab1",1.33629743865652e-18,0.31396027406835,1,0.998,1.48369104614034e-14,"1","Hsp90ab1"
"Hsp90b1",5.13557528067009e-18,0.279677777217327,0.975,0.976,5.702029234128e-14,"1","Hsp90b1"
"Mapre1",8.20569082041618e-18,0.292865860808733,0.514,0.327,9.11077851790808e-14,"1","Mapre1"
"Sparcl11",1.57463356897838e-17,0.324952760763468,0.776,0.585,1.74831565163669e-13,"1","Sparcl1"
"Nipa2",1.59473159190079e-17,0.291874804076007,0.475,0.291,1.77063048648745e-13,"1","Nipa2"
"Spock2",1.81124769648619e-17,0.31330593749855,0.737,0.547,2.01102831740862e-13,"1","Spock2"
"Tmx4",2.08341662400999e-17,0.324810817734524,0.877,0.776,2.31321747763829e-13,"1","Tmx4"
"Npas4",2.10702503764863e-17,0.337783509283095,0.38,0.212,2.33942989930128e-13,"1","Npas4"
"Srsf5",2.10945680850555e-17,0.310165288775075,0.882,0.834,2.34212989448372e-13,"1","Srsf5"
"Hspa5",2.97469557136678e-17,0.397564988270573,0.948,0.949,3.30280449288853e-13,"1","Hspa5"
"Nfil3",3.38357945700011e-17,0.303132527433756,0.374,0.217,3.75678827110722e-13,"1","Nfil3"
"Cfl1",3.55688728560886e-17,0.303415217525552,0.876,0.864,3.94921195321152e-13,"1","Cfl1"
"Nrxn1",4.95360804937471e-17,0.25554852501719,0.944,0.836,5.49999101722074e-13,"1","Nrxn1"
"Egr3",6.55106468888297e-17,0.290835215937445,0.32,0.165,7.27364712406676e-13,"1","Egr3"
"Odc1",8.98434201284986e-17,0.37037146945315,0.478,0.301,9.9753149368672e-13,"1","Odc1"
"Fam76a",9.22782125994661e-17,0.349683761284744,0.462,0.296,1.02456499449187e-12,"1","Fam76a"
"Tmem41b",1.10433079636069e-16,0.278854249579425,0.392,0.228,1.22613848319927e-12,"1","Tmem41b"
"Anxa5",1.56189151414371e-16,0.262729728286089,0.925,0.936,1.73416814815376e-12,"1","Anxa5"
"Rab6a",1.62179816444082e-16,0.284303022587445,0.551,0.369,1.80068250197865e-12,"1","Rab6a"
"Ywhaz",2.0479822523013e-16,0.312296598134661,0.82,0.766,2.27387469473013e-12,"1","Ywhaz"
"Nr4a2",2.2966061684385e-16,0.418738982374472,0.641,0.464,2.54992182881726e-12,"1","Nr4a2"
"Gadd45b",3.58422918511702e-16,0.395157546266809,0.404,0.24,3.97956966423542e-12,"1","Gadd45b"
"Hspb1",3.86820602917131e-16,0.744519063102624,0.339,0.19,4.2948691541889e-12,"1","Hspb1"
"Cntn1",4.04282723918933e-16,0.295131570196104,0.654,0.471,4.48875108367191e-12,"1","Cntn1"
"Jpt1",4.61622805024016e-16,0.289629349763389,0.633,0.454,5.12539800418164e-12,"1","Jpt1"
"Trim35",2.704712555116e-15,0.372300101717962,0.531,0.366,3.00304234994529e-11,"1","Trim35"
"Btg1",2.98305258328677e-15,0.318395087310716,0.632,0.456,3.3120832832233e-11,"1","Btg1"
"Rheb",3.51931711259414e-15,0.366525856603553,0.782,0.667,3.90749779011327e-11,"1","Rheb"
"Gnai2",5.25214027382285e-15,0.254327963141955,0.68,0.485,5.83145134602551e-11,"1","Gnai2"
"Mat2a",9.89505056506634e-15,0.336064523471477,0.54,0.37,1.09864746423932e-10,"1","Mat2a"
"Enah",1.1254537437768e-14,0.254330911970179,0.475,0.308,1.24959129171538e-10,"1","Enah"
"Ppp3ca",2.33200244312921e-14,0.267218508362992,0.7,0.511,2.58922231260636e-10,"1","Ppp3ca"
"Cd47",5.8558569642242e-14,0.271386706662629,0.759,0.591,6.50175798737813e-10,"1","Cd47"
"Map3k8",1.62958605335093e-13,0.254905536532644,0.294,0.166,1.80932939503554e-09,"1","Map3k8"
"Hnrnpa2b1",3.28571180505265e-13,0.259503201568625,0.925,0.918,3.64812581714996e-09,"1","Hnrnpa2b1"
"Homer1",3.4747015535121e-13,0.269186301715132,0.317,0.185,3.85796113486448e-09,"1","Homer1"
"Id2",4.87750525261661e-13,0.3084393363571,0.351,0.208,5.41549408198022e-09,"1","Id2"
"Rpl22l1",5.15452545377791e-13,0.306281614759215,0.981,0.992,5.72306961132962e-09,"1","Rpl22l1"
"Cebpb",1.34707285137746e-12,0.25747418081383,0.504,0.341,1.49565498688439e-08,"1","Cebpb"
"Atf4",2.74530090383215e-12,0.274696440356283,0.608,0.448,3.04810759352484e-08,"1","Atf4"
"Klf4",8.80713518572822e-12,0.381991406779657,0.349,0.224,9.77856219671404e-08,"1","Klf4"
"Klf2",1.53412591679321e-11,0.432322365559477,0.267,0.152,1.70334000541551e-07,"1","Klf2"
"Ccdc85b",8.46743580066863e-11,0.3472090866557,0.442,0.309,9.40139396948238e-07,"1","Ccdc85b"
"Nap1l5",8.69451187982839e-11,0.277885192766783,0.886,0.879,9.65351654017346e-07,"1","Nap1l5"
"Gem1",1.15635627864252e-10,0.355694806656338,0.456,0.324,1.28390237617679e-06,"1","Gem"
"Herpud1",2.9277641650674e-10,0.258876569251157,0.508,0.368,3.25069655247433e-06,"1","Herpud1"
"Tsc22d1",7.24651912748206e-10,0.336832720404525,0.772,0.733,8.04581018724333e-06,"1","Tsc22d1"
"Ifrd1",2.88753345845246e-09,0.320978714391597,0.658,0.576,3.20602839891977e-05,"1","Ifrd1"
"Gadd45g",7.69366425985761e-09,0.608621643565301,0.659,0.669,8.5422754277199e-05,"1","Gadd45g"
"Pnp",2.81594377643023e-08,0.281853765341621,0.284,0.185,0.000312654237497048,"1","Pnp"
"Dnaja1",1.51581987012312e-06,0.31036467036795,0.723,0.747,0.016830148017977,"1","Dnaja1"
"Hsph1",1.98871753268126e-06,0.338941097591111,0.28,0.199,0.02208073076536,"1","Hsph1"
"Egr11",1.03622646881122e-38,0.539968221932261,1,0.995,1.15052224832109e-34,"2","Egr1"
"Irs21",4.73825007841812e-32,0.615899392280633,0.822,0.561,5.26087906206764e-28,"2","Irs2"
"Fosb1",4.75535343868707e-30,0.488918496450775,1,0.984,5.27986892297425e-26,"2","Fosb"
"Nrxn11",9.69878087443755e-29,0.506659417857684,0.951,0.849,1.0768556404888e-24,"2","Nrxn1"
"Actb1",3.89045860642162e-28,0.451019689180371,0.995,0.993,4.31957619070993e-24,"2","Actb"
"Btg21",3.45562370492952e-23,0.412856561725556,1,0.995,3.83677899958324e-19,"2","Btg2"
"Cacna1d",2.4974714684523e-22,0.478164053625421,0.654,0.426,2.77294257142259e-18,"2","Cacna1d"
"Egr21",4.87740813841912e-22,0.678008877255639,0.69,0.47,5.41538625608675e-18,"2","Egr2"
"Dstn1",9.9921262874438e-22,0.7618347202368,0.932,0.94,1.10942578169488e-17,"2","Dstn"
"Jun1",7.31879630136912e-21,0.489459117791311,0.98,0.917,8.12605953341014e-17,"2","Jun"
"Klf91",2.27668192085477e-20,0.480413773455472,0.759,0.547,2.52779993672505e-16,"2","Klf9"
"Zbtb201",6.35278404507345e-20,0.387472204972021,0.971,0.968,7.05349612524505e-16,"2","Zbtb20"
"Ier21",9.61413489408224e-20,0.397933505861051,1,0.972,1.06745739728995e-15,"2","Ier2"
"Jmjd1c1",5.87101752966558e-19,0.395426578561188,0.91,0.72,6.51859076318769e-15,"2","Jmjd1c"
"Bhlhe401",1.15262981142365e-18,0.489377939051098,0.722,0.509,1.27976487962368e-14,"2","Bhlhe40"
"Mt11",3.65878106661144e-18,0.463319124548684,0.971,0.969,4.06234461825868e-14,"2","Mt1"
"Atf41",4.23047657523151e-18,0.403216123837565,0.668,0.458,4.69709814147954e-14,"2","Atf4"
"Tmem245",5.06071146595188e-16,0.352129507011376,0.376,0.197,5.61890794064637e-12,"2","Tmem245"
"Fos1",8.21436261873497e-16,0.410405319015752,1,0.998,9.12040681558144e-12,"2","Fos"
"Hnrnpa2b11",1.42408091570954e-14,0.365914051631295,0.912,0.921,1.5811570407123e-10,"2","Hnrnpa2b1"
"Nfkbiz1",5.25447414046821e-14,0.433287830656504,0.585,0.394,5.83404263816185e-10,"2","Nfkbiz"
"Btg11",2.48311722207547e-13,0.461981246478609,0.634,0.479,2.7570050516704e-09,"2","Btg1"
"Zfp361",5.8428591036692e-13,0.390824201420205,0.785,0.739,6.48732646280392e-09,"2","Zfp36"
"Ahi1",1.28870752837324e-12,0.353097368227598,0.707,0.556,1.43085196875281e-08,"2","Ahi1"
"Ubc1",4.74430990679611e-12,0.333175824657252,0.956,0.956,5.26760728951572e-08,"2","Ubc"
"Jund1",1.47731401173412e-11,0.265939286769643,0.995,0.997,1.64026174722839e-07,"2","Jund"
"Ccnl11",3.81000787331355e-11,0.344189098143561,0.698,0.556,4.23025174174004e-07,"2","Ccnl1"
"Epha51",6.56701863874663e-11,0.297246399965139,0.741,0.576,7.29136079460039e-07,"2","Epha5"
"Nr3c12",7.65140727754598e-11,0.322076802321813,0.795,0.648,8.4953575002593e-07,"2","Nr3c1"
"Rorb",2.36517723305377e-10,0.333652855032633,0.732,0.577,2.6260562818596e-06,"2","Rorb"
"Tnnt1",4.07170521572743e-10,0.457239308693243,0.466,0.32,4.52081430102216e-06,"2","Tnnt1"
"Ncam1",4.80677483333527e-10,0.323377289111109,0.734,0.615,5.33696209745215e-06,"2","Ncam1"
"Actg11",6.04509068844495e-10,0.301295831759742,0.985,0.983,6.71186419138043e-06,"2","Actg1"
"Irf2bpl",9.24947098700953e-10,0.307384882845938,0.461,0.314,1.02696876368767e-05,"2","Irf2bpl"
"Ktn1",9.48240526824752e-10,0.32890974441237,0.624,0.488,1.05283145693352e-05,"2","Ktn1"
"Spock21",1.5060546139954e-09,0.308618674598474,0.702,0.579,1.6721724379191e-05,"2","Spock2"
"Gria2",1.77613590080471e-09,0.284072064933629,0.544,0.395,1.97204369066347e-05,"2","Gria2"
"Cebpd1",4.80038268053725e-09,0.374217510805185,0.702,0.563,5.32986489020051e-05,"2","Cebpd"
"Tle4",7.33670623256558e-09,0.291788294703502,0.48,0.357,8.14594493001757e-05,"2","Tle4"
"Slc38a2",1.76797415972186e-08,0.432022110055695,0.659,0.622,0.000196298170953918,"2","Slc38a2"
"Nap1l51",2.33067408478777e-08,0.275064350342865,0.876,0.882,0.000258774743633986,"2","Nap1l5"
"Coq10b1",3.5798424879616e-08,0.25558163600933,0.617,0.479,0.000397469911438376,"2","Coq10b"
"Tra2b",5.55782055691577e-08,0.303990933035148,0.61,0.51,0.000617084816434357,"2","Tra2b"
"Tsc22d11",6.60623381919446e-08,0.34243879366387,0.746,0.743,0.000733490140945161,"2","Tsc22d1"
"Id21",7.28233857590692e-08,0.323179729198765,0.341,0.228,0.000808558052082945,"2","Id2"
"Atf31",7.79901343461476e-08,0.546155814553953,0.68,0.676,0.000865924461645276,"2","Atf3"
"Rab6a1",1.1476027679608e-07,0.258179647350941,0.534,0.396,0.00127418335326688,"2","Rab6a"
"Ccnd2",1.28827370903681e-07,0.253451298798257,0.79,0.765,0.00143037029914357,"2","Ccnd2"
"Ppp1r15a1",8.05843024966867e-07,0.31710834173672,0.705,0.669,0.00894727510620713,"2","Ppp1r15a"
"Npas41",1.65853661155364e-06,0.253183049331788,0.346,0.241,0.0184147319980801,"2","Npas4"
"Pou1f1",3.58675699254317e-110,1.00807908482787,0.717,0.13,3.98237628882068e-106,"3","Pou1f1"
"Akr1c14",7.81455510955646e-93,0.349653675464041,0.238,0.006,8.67650053814054e-89,"3","Akr1c14"
"Prl",1.73384784338506e-84,3.90381279737922,1,1,1.92509126051043e-80,"3","Prl"
"Thrb",6.49880961287164e-49,0.337587221329818,0.206,0.018,7.21562831317138e-45,"3","Thrb"
"Edil3",5.47304327613645e-48,0.333789184725449,0.202,0.018,6.0767199494943e-44,"3","Edil3"
"Mest",2.88900669702975e-47,0.835817616556807,0.888,0.393,3.20766413571214e-43,"3","Mest"
"Tent5a",7.09363249136035e-43,0.787834838847251,0.466,0.129,7.87606015515739e-39,"3","Tent5a"
"Asb4",8.49299984976833e-34,0.382415236041677,0.238,0.041,9.42977773319778e-30,"3","Asb4"
"Cd63",1.19271088589849e-30,0.552486875375773,0.915,0.484,1.3242668966131e-26,"3","Cd63"
"Chgb",5.09865258284226e-27,1.54089334405547,0.996,0.823,5.66103396272976e-23,"3","Chgb"
"Hdlbp",1.30234727540632e-24,0.455538061799094,0.834,0.455,1.44599617988364e-20,"3","Hdlbp"
"Krtcap2",2.74794848182039e-20,0.402151007862524,0.785,0.446,3.05104719936518e-16,"3","Krtcap2"
"Nexmif",7.83443997425772e-19,0.305391598803437,0.224,0.062,8.69857870341834e-15,"3","Nexmif"
"Ostc",4.15791946275365e-16,0.456998580148407,0.946,0.64,4.61653797949537e-12,"3","Ostc"
"Armh4",8.51284366062272e-16,0.371869111888412,0.229,0.075,9.45181031638941e-12,"3","Armh4"
"Nrep",3.11009171798489e-15,0.263820608058699,0.256,0.089,3.45313483447862e-11,"3","Nrep"
"Itm2c",5.76881200633353e-13,0.3138225185479,0.637,0.376,6.40511197063212e-09,"3","Itm2c"
"Cnpy2",1.34076818303538e-11,0.296506661045271,0.762,0.507,1.48865491362419e-07,"3","Cnpy2"
"Rpl12",5.45872248200146e-11,0.294697017870293,0.816,0.521,6.06081957176622e-07,"3","Rpl12"
"Rplp0",8.53338723675146e-11,0.450647357487593,1,0.948,9.47461984896514e-07,"3","Rplp0"
"Rpl5",1.69468897392221e-10,0.304948823759971,0.937,0.645,1.88161316774584e-06,"3","Rpl5"
"Fkbp11",2.07671418368354e-09,0.369897837605851,0.238,0.11,2.30577575814383e-05,"3","Fkbp11"
"Ssr2",2.33048204596684e-09,0.382231553069853,0.619,0.436,2.58753421563698e-05,"3","Ssr2"
"Cited2",3.4497971923415e-09,0.456286472936015,0.291,0.15,3.83030982265676e-05,"3","Cited2"
"Rack1",3.83982202200432e-09,0.257989651062159,0.78,0.524,4.2633543910314e-05,"3","Rack1"
"Copz2",8.55136934978691e-09,0.31718211708139,0.256,0.125,9.49458538906841e-05,"3","Copz2"
"Olfm1",2.19192883353981e-08,0.259682163529749,0.224,0.104,0.000243369858387925,"3","Olfm1"
"Nme2",8.19412149151188e-08,0.38828396926391,0.96,0.771,0.000909793309202564,"3","Nme2"
"Sec61b",7.49554575949588e-07,0.389424368911699,0.951,0.752,0.00832230445676828,"3","Sec61b"
"Cyfip2",2.42483565592892e-06,0.295331096923626,0.283,0.172,0.0269229502877789,"3","Cyfip2"
"Pou1f11",2.52136846535325e-65,0.512731710545219,0.656,0.142,2.79947540708172e-61,"4","Pou1f1"
"Prl1",2.01736215788585e-54,0.52567338589995,1,1,2.23987720390065e-50,"4","Prl"
"Dlk1",4.35965791062136e-45,0.292799904042511,0.851,0.272,4.84052817816289e-41,"4","Dlk1"
"Hist3h2ba",3.45779982351024e-31,0.657805168123651,0.256,0.05,3.83919514404342e-27,"4","Hist3h2ba"
"Pomc1",5.29850354674624e-28,0.781762650135689,1,1,5.88292848795235e-24,"4","Pomc"
"Cd631",2.88513589432541e-25,0.49868263410928,0.964,0.485,3.2033663834695e-21,"4","Cd63"
"Mest1",2.62117003907746e-22,0.275297020579134,0.887,0.399,2.9102850943877e-18,"4","Mest"
"Calb1",4.34339079039592e-20,1.27489257514871,0.544,0.35,4.82246679457659e-16,"4","Calb1"
"Dynll1",1.54403701575745e-16,0.462045827328145,0.887,0.539,1.7143442985955e-12,"4","Dynll1"
"Krtcap21",1.74810555239551e-16,0.409357866868687,0.81,0.448,1.94092159482474e-12,"4","Krtcap2"
"Itm2c1",1.88956640750347e-15,0.421608333913615,0.682,0.375,2.0979855822511e-11,"4","Itm2c"
"Hdlbp1",6.65210697706787e-15,0.284835499904727,0.867,0.457,7.38583437663846e-11,"4","Hdlbp"
"Rplp01",1.14269307985092e-13,0.578561038210176,1,0.949,1.26873212655848e-09,"4","Rplp0"
"Rpl121",1.10777514540786e-11,0.3075872811804,0.856,0.521,1.22996274394635e-07,"4","Rpl12"
"Rpl3",1.41197575200398e-11,0.555600739224249,1,0.973,1.56771667745002e-07,"4","Rpl3"
"Rps9",1.06681420671499e-10,0.473219892032715,1,0.962,1.18448381371566e-06,"4","Rps9"
"Rpl23",1.51146541763626e-09,0.456831251745403,1,0.986,1.67818005320154e-05,"4","Rpl23"
"Rack11",1.86292442961797e-09,0.276274728431457,0.81,0.524,2.06840499420484e-05,"4","Rack1"
"Rpl51",3.74645935343191e-09,0.301546230205519,0.974,0.646,4.15969382011545e-05,"4","Rpl5"
"Rps4x",4.88260855979346e-09,0.355723111173027,1,0.999,5.42116028393868e-05,"4","Rps4x"
"Txn1",3.90540175750592e-08,0.298459295604028,0.728,0.474,0.000433616757135883,"4","Txn1"
"Rpl17",6.45156994235311e-08,0.251359386126417,0.985,0.688,0.000716317810699466,"4","Rpl17"
"Nme1",9.04825479810598e-08,0.323833016902299,0.897,0.622,0.00100462773023371,"4","Nme1"
"Rps24",9.29999617993999e-07,0.300809921647754,1,1,0.0103257857585874,"4","Rps24"
"Tshb",5.75734922021508e-69,0.935566045471292,0.404,0.045,6.3923848392048e-65,"5","Tshb"
"Pcsk6",2.10498718373411e-41,0.382885086483714,0.232,0.023,2.33716727009998e-37,"5","Pcsk6"
"Dlk11",5.80183375315502e-35,1.33109868077895,0.675,0.294,6.44177601612802e-31,"5","Dlk1"
"B2m",4.32499551835135e-30,0.44663726114886,0.311,0.061,4.8020425240255e-26,"5","B2m"
"Rps15a1",3.26057734499747e-25,0.74643819456032,0.974,0.969,3.62021902615069e-21,"5","Rps15a"
"Rps23",7.49637640702785e-25,0.819484936406499,0.974,0.937,8.32322672472302e-21,"5","Rps23"
"Rpl14",1.08227507301808e-23,0.785359337578858,0.993,0.944,1.20165001357198e-19,"5","Rpl14"
"Elmod1",2.57940024597884e-23,0.418071871177777,0.298,0.071,2.8639080931103e-19,"5","Elmod1"
"Ptn",8.51204001589845e-23,0.402117003270482,0.252,0.052,9.45091802965205e-19,"5","Ptn"
"Wfs1",1.17660796822351e-22,0.470516158082989,0.338,0.092,1.30638782711856e-18,"5","Wfs1"
"Rps27",1.27278231756063e-22,0.640097838764673,1,0.999,1.41317020718756e-18,"5","Rps27"
"Cga",1.87711610402593e-22,0.539503360388533,0.715,0.477,2.08416201029999e-18,"5","Cga"
"Rad18",2.25529556542054e-21,0.327110631611684,0.212,0.04,2.50405466628643e-17,"5","Rad18"
"Rps14",3.05551526139235e-21,0.935226592046332,0.98,0.934,3.39253859472393e-17,"5","Rps14"
"Cox6a1",2.00226542870979e-20,0.741469250146801,0.695,0.374,2.22311530549648e-16,"5","Cox6a1"
"Gdi1",2.7759898246957e-20,0.691900950853775,0.649,0.333,3.08218150235963e-16,"5","Gdi1"
"Rcbtb1",2.92455884292589e-19,0.318496893917939,0.285,0.075,3.24713768330061e-15,"5","Rcbtb1"
"Rps2",1.44889618647524e-18,0.660338789375756,0.954,0.861,1.60870943584345e-14,"5","Rps2"
"Rplp1",1.1016515588629e-17,0.748245916437098,0.96,0.866,1.22316372580548e-13,"5","Rplp1"
"Rpl261",1.30748428121202e-17,0.707661072700286,0.974,0.947,1.4516997974297e-13,"5","Rpl26"
"Sorl1",1.83789728738817e-17,0.394355281871955,0.318,0.1,2.04061735818708e-13,"5","Sorl1"
"Stx16",6.07350994845349e-17,0.31548413941881,0.252,0.067,6.74341809576791e-13,"5","Stx16"
"Rps15",7.10676287462431e-16,0.769458780488999,0.808,0.634,7.89063881969537e-12,"5","Rps15"
"Rps5",1.63007768435463e-15,0.509067595548826,0.974,0.944,1.80987525293894e-11,"5","Rps5"
"Rps17",2.39824027888507e-15,0.560905272230324,0.934,0.79,2.6627661816461e-11,"5","Rps17"
"Rps29",2.85191390046588e-15,0.419947705860745,1,0.999,3.16648000368727e-11,"5","Rps29"
"Prr13",3.39421185263981e-15,0.363517833829113,0.358,0.13,3.76859341998598e-11,"5","Prr13"
"Rpl171",3.83041819005107e-15,0.674070532631657,0.854,0.702,4.2529133164137e-11,"5","Rpl17"
"Nexmif1",4.54141781627278e-15,0.294336502755532,0.238,0.066,5.04233620140766e-11,"5","Nexmif"
"Tbca",4.83083772451369e-15,0.593430691298525,0.815,0.591,5.36367912552755e-11,"5","Tbca"
"Rps28",9.19042375290767e-15,0.450307817999931,0.993,1,1.02041274928534e-10,"5","Rps28"
"Rpl35",1.26554956898761e-14,0.529465798189678,0.967,0.945,1.40513968644694e-10,"5","Rpl35"
"Rpl321",4.78515509638498e-14,0.508290432069727,0.987,0.966,5.31295770351625e-10,"5","Rpl32"
"Rps18",9.25920809208022e-14,0.52163575670268,0.96,0.971,1.02804987446367e-09,"5","Rps18"
"R3hdm4",2.98383801349462e-13,0.36124322137058,0.404,0.171,3.31295534638308e-09,"5","R3hdm4"
"Arfgap1",5.24328967210448e-13,0.274001344177267,0.285,0.097,5.82162452293761e-09,"5","Arfgap1"
"Prkar2b",1.31132713157415e-12,0.276544377142382,0.232,0.071,1.45596651418678e-08,"5","Prkar2b"
"Ftl1",1.68866008967558e-12,0.814264323787074,0.967,0.894,1.87491929756679e-08,"5","Ftl1"
"Ctsz",1.79921426889971e-12,0.323414669194125,0.258,0.087,1.99766760275934e-08,"5","Ctsz"
"Wdr26",1.90293084806638e-12,0.353468507351159,0.411,0.181,2.1128241206081e-08,"5","Wdr26"
"Pou1f12",2.14225261166917e-12,0.445170840695338,0.377,0.169,2.37854307473628e-08,"5","Pou1f1"
"Eif4a2",2.57075615167514e-12,0.559985550043989,0.775,0.642,2.85431055520491e-08,"5","Eif4a2"
"Crip1",4.67480785948745e-12,0.446822541584704,0.371,0.162,5.19043916638892e-08,"5","Crip1"
"Ndufa12",1.09974560288375e-11,0.514921299569092,0.536,0.311,1.22104754288183e-07,"5","Ndufa12"
"Rplp2",1.13075347706821e-11,0.444079885394814,0.967,0.967,1.25547558558883e-07,"5","Rplp2"
"Rpl4",1.57709294926917e-11,0.524088661342854,0.874,0.735,1.75104630157356e-07,"5","Rpl4"
"Eef1g",2.12022788326959e-11,0.576149414686619,0.788,0.644,2.35408901879423e-07,"5","Eef1g"
"Rps25",2.48471861974455e-11,0.523575866646644,0.874,0.773,2.75878308350238e-07,"5","Rps25"
"Rps19",4.0660517399207e-11,0.634116721332595,0.974,0.98,4.51453724683396e-07,"5","Rps19"
"Rpl18a",4.39874477177528e-11,0.479941339713782,0.967,0.942,4.8839263201021e-07,"5","Rpl18a"
"Rpl23a",5.8777503822271e-11,0.471440028483631,0.762,0.596,6.52606624938674e-07,"5","Rpl23a"
"Alg2",6.19924062661863e-11,0.35594099303068,0.377,0.173,6.88301686773467e-07,"5","Alg2"
"Hdac3",7.45072700203066e-11,0.319792193447122,0.278,0.108,8.27254219035465e-07,"5","Hdac3"
"S100a10",1.32298570168555e-10,0.459254676827927,0.371,0.174,1.46891102458147e-06,"5","S100a10"
"Gemin7",1.45082329325828e-10,0.298614367955969,0.285,0.113,1.61084910250467e-06,"5","Gemin7"
"Fam32a",1.47414268527789e-10,0.384649719732375,0.384,0.182,1.63674062346404e-06,"5","Fam32a"
"Eif4a1",1.54656807246002e-10,0.521656874978914,0.583,0.364,1.71715453085237e-06,"5","Eif4a1"
"Srsf2",2.39767440165755e-10,0.47381523691694,0.536,0.313,2.66213788816038e-06,"5","Srsf2"
"Eif3f",2.48683364962083e-10,0.47356446426884,0.576,0.358,2.76113140117401e-06,"5","Eif3f"
