"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Oser1",3.87315744274977e-07,0.374291860078191,0.608,0.38,0.00430036670868507,"0","Oser1"
"Cct8",4.33225852924493e-07,0.347570350503345,0.682,0.467,0.00481010664502064,"0","Cct8"
"Efemp1",4.33830557505399e-07,0.378196314534108,0.733,0.527,0.00481682067998245,"0","Efemp1"
"Psmc2",4.39167129212612e-07,0.341551487687234,0.665,0.429,0.00487607263564764,"0","Psmc2"
"Itpa",4.39928143882359e-07,0.281267136797674,0.443,0.232,0.00488452218152583,"0","Itpa"
"Capza2",4.60035444764984e-07,0.332891690228494,0.659,0.429,0.00510777354322561,"0","Capza2"
"Slc29a1",4.7826420547793e-07,0.391738461607271,0.653,0.451,0.00531016747342146,"0","Slc29a1"
"Ddx50",4.78852675550976e-07,0.416443783891071,0.812,0.689,0.00531670125664249,"0","Ddx50"
"Cir1",4.88582349590872e-07,0.2963193074797,0.409,0.208,0.00542472982750745,"0","Cir1"
"Ppp2ca",4.99881023489804e-07,0.327976959046372,0.636,0.426,0.00555017900380729,"0","Ppp2ca"
"Rsrp1",5.21826500214386e-07,0.323878702400377,0.938,0.866,0.00579383963188033,"0","Rsrp1"
"Sap18",5.52684643214818e-07,0.389290144417693,0.597,0.374,0.00613645759361413,"0","Sap18"
"Zfp385a",5.70832955305288e-07,0.270393024999593,0.386,0.189,0.00633795830275461,"0","Zfp385a"
"Dnaja2",5.71478882745135e-07,0.295133702359355,0.665,0.437,0.00634513003511923,"0","Dnaja2"
"Taf7",5.8103440200225e-07,0.353179618063482,0.443,0.243,0.00645122496543098,"0","Taf7"
"Osgep",6.10767802428142e-07,0.277783356042272,0.443,0.232,0.00678135491035966,"0","Osgep"
"Klf4",6.15499599998752e-07,0.604704844342787,0.358,0.172,0.00683389205878614,"0","Klf4"
"Tspan3",6.5634229345415e-07,0.325393336843709,0.96,0.932,0.00728736848422142,"0","Tspan3"
"Puf60",6.69558753856039e-07,0.405717377298012,0.801,0.639,0.0074341108440636,"0","Puf60"
"Zfp644",6.90704887500109e-07,0.301868032144518,0.545,0.328,0.00766889636591371,"0","Zfp644"
"Dbp",6.93639432825345e-07,0.427047799240674,0.568,0.352,0.00770147862265981,"0","Dbp"
"Vat1",7.36723688379329e-07,0.317286279882034,0.75,0.516,0.00817984311207569,"0","Vat1"
"Nrxn1",7.49043481124441e-07,0.327725389426315,0.807,0.604,0.00831662977092467,"0","Nrxn1"
"Eif4a2",7.57596246659945e-07,0.285281556875737,0.989,0.995,0.00841159112666536,"0","Eif4a2"
"Btg1",7.73316075741654e-07,0.421191685888779,0.858,0.781,0.00858612838895959,"0","Btg1"
"Swt1",7.78440228550571e-07,0.250335372658339,0.443,0.221,0.00864302185759698,"0","Swt1"
"Calm1",8.15841000701126e-07,0.316296226808032,1,0.981,0.0090582826307846,"0","Calm1"
"Trappc6b",8.18198201144149e-07,0.292457638461661,0.727,0.492,0.00908445462730348,"0","Trappc6b"
"Ssb",8.33028723820172e-07,0.344113702471809,0.756,0.525,0.00924911792057538,"0","Ssb"
"Srsf5",9.36599690698834e-07,0.297383126112713,0.892,0.809,0.0103990663658292,"0","Srsf5"
"Clns1a",9.48720535551692e-07,0.294065333981516,0.534,0.311,0.0105336441062304,"0","Clns1a"
"Klhdc8b",9.58939758229932e-07,0.36278126214742,0.642,0.44,0.0106471081356269,"0","Klhdc8b"
"Tubb4b",9.59741498286621e-07,0.372800173973164,0.733,0.495,0.0106560098554763,"0","Tubb4b"
"Grb2",1.04235551253444e-06,0.307253062642475,0.545,0.328,0.0115732732556698,"0","Grb2"
"Coq10b",1.0578805115734e-06,0.319302625480539,0.812,0.601,0.0117456473199995,"0","Coq10b"
"Mdh1",1.12619008360565e-06,0.329961381356064,0.994,0.959,0.0125040884982735,"0","Mdh1"
"Hspe1",1.16702523358638e-06,0.396579826640506,0.949,0.926,0.0129574811685095,"0","Hspe1"
"Tppp3",1.19131133594013e-06,0.413385742996408,0.619,0.429,0.0132271297629433,"0","Tppp3"
"Stmn1",1.21925930937854e-06,0.306637224544182,0.96,0.929,0.01353743611203,"0","Stmn1"
"Prpf19",1.23979320166473e-06,0.297455014269476,0.67,0.429,0.0137654239180835,"0","Prpf19"
"Sptssa",1.25188990237533e-06,0.349133848931645,0.898,0.811,0.0138997335860733,"0","Sptssa"
"Fam214a",1.32480444210465e-06,0.332266596264429,0.483,0.276,0.0147093037206879,"0","Fam214a"
"Ppp1cc",1.36637260034265e-06,0.305703514144718,0.636,0.415,0.0151708349816045,"0","Ppp1cc"
"Cfap36",1.37347669032786e-06,0.347434060763421,0.739,0.546,0.0152497116927103,"0","Cfap36"
"Exoc7",1.46770011656772e-06,0.312904854282388,0.369,0.189,0.0162958743942514,"0","Exoc7"
"Pnrc1",1.50594265018445e-06,0.316700830292259,0.812,0.678,0.016720481244998,"0","Pnrc1"
"Got2",1.51404825889792e-06,0.30667501715279,0.648,0.429,0.0168104778185435,"0","Got2"
"Cd47",1.52943530282036e-06,0.334627299596708,0.812,0.686,0.0169813201672145,"0","Cd47"
"Jpt1",1.5609260503737e-06,0.409447248518547,0.858,0.727,0.0173309619372991,"0","Jpt1"
"Snx17",1.5990224779483e-06,0.320888876372491,0.642,0.426,0.01775394657266,"0","Snx17"
"Spsb2",1.60352871249641e-06,0.288791321263891,0.364,0.178,0.0178039792948477,"0","Spsb2"
"Cpq",1.60528920061339e-06,0.343440523614613,0.733,0.56,0.0178235259944104,"0","Cpq"
"Capns1",1.61959830734611e-06,0.306246472655093,0.915,0.844,0.0179824000064639,"0","Capns1"
"Camk2g",1.64053090667604e-06,0.30892347970054,0.409,0.224,0.0182148146568241,"0","Camk2g"
"Bhlhe40",1.72119710428354e-06,0.441379221812215,0.659,0.445,0.0191104514488601,"0","Bhlhe40"
"Crhr1",1.78860847520785e-06,0.323996501471587,0.716,0.536,0.0198589199002328,"0","Crhr1"
"Gabarapl2",1.86744977852888e-06,0.272946989788799,0.972,0.962,0.0207342948910062,"0","Gabarapl2"
"Pdia3",1.87040678019233e-06,0.32975157471157,0.943,0.874,0.0207671264804755,"0","Pdia3"
"Abhd16a",1.87505613133836e-06,0.319302625480539,0.682,0.5,0.0208187482262498,"0","Abhd16a"
"Scfd1",2.08611219232202e-06,0.356777330899202,0.58,0.388,0.0231621036713513,"0","Scfd1"
"Snap47",2.40610586903704e-06,0.356359587482896,0.71,0.5,0.0267149934639182,"0","Snap47"
"Setd3",2.52958752152426e-06,0.252230601972986,0.574,0.35,0.0280860102514838,"0","Setd3"
"Irf2bpl",2.55912569775054e-06,0.364548818080601,0.642,0.432,0.0284139726221242,"0","Irf2bpl"
"Fam76a",2.57382956792794e-06,0.305824241041653,0.398,0.205,0.0285772296927039,"0","Fam76a"
"Mrps16",2.66155709791195e-06,0.291963916890029,0.614,0.399,0.0295512684581164,"0","Mrps16"
"Alkbh1",2.69181292569104e-06,0.289631758804196,0.659,0.426,0.0298871989139476,"0","Alkbh1"
"Zranb2",2.73882244486802e-06,0.259801613731877,0.46,0.257,0.0304091456053697,"0","Zranb2"
"Sparc",2.79859132423449e-06,0.329644569701998,0.562,0.342,0.0310727594729755,"0","Sparc"
"Pa2g4",2.83239569582423e-06,0.282728010581385,0.489,0.284,0.0314480894107365,"0","Pa2g4"
"Ssbp2",2.97144352567645e-06,0.286273825093069,0.67,0.448,0.0329919374655856,"0","Ssbp2"
"Iqgap1",2.98525152963607e-06,0.28910238770484,0.5,0.292,0.0331452477335493,"0","Iqgap1"
"Vamp2",3.08521231316709e-06,0.296807987693453,0.864,0.694,0.0342551123130942,"0","Vamp2"
"Egr2",3.11250934470875e-06,0.327751815316357,0.494,0.279,0.0345581912543012,"0","Egr2"
"Cnbp",3.16899567642296e-06,0.283304427243142,0.915,0.904,0.0351853589953242,"0","Cnbp"
"Actr10",3.2088143405341e-06,0.289698912435641,0.574,0.355,0.0356274656229501,"0","Actr10"
"Anp32a",3.37314725360425e-06,0.311957251848673,0.722,0.505,0.037452053956768,"0","Anp32a"
"Stk25",3.42017365664433e-06,0.271166104436269,0.614,0.396,0.037974188109722,"0","Stk25"
"Gria2",3.44645531344214e-06,0.278660640983193,0.489,0.279,0.0382659933451481,"0","Gria2"
