"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mrps18a",3.54183476959717e-06,0.411145699546472,0.622,0.308,0.0393249914468374,"7","Mrps18a"
"Dnajb14",3.61752984450147e-06,0.298923117238892,0.356,0.123,0.0401654338634998,"7","Dnajb14"
"Ythdf1",3.63523017569408e-06,0.323558865458741,0.556,0.242,0.0403619606407314,"7","Ythdf1"
"Rbm7",3.70664208832812e-06,0.360689833957393,0.467,0.195,0.0411548471067071,"7","Rbm7"
"Tcf4",3.72622537815948e-06,0.443523404151815,0.511,0.229,0.0413722803737047,"7","Tcf4"
"Galnt1",3.76241303837334e-06,0.289368650470643,0.422,0.158,0.0417740719650592,"7","Galnt1"
"Rpia",3.76574630540433e-06,0.326025400081703,0.422,0.163,0.0418110812289043,"7","Rpia"
"Cnih11",3.77928262334005e-06,0.327794948043574,0.6,0.271,0.0419613749669446,"7","Cnih1"
"Dimt1",3.79337465891156e-06,0.252906007556402,0.267,0.077,0.042117838837895,"7","Dimt1"
"Naxe",3.81966759245012e-06,0.3232953354478,0.622,0.286,0.0424097692789736,"7","Naxe"
"Lyrm1",3.87165719328321e-06,0.305647469628375,0.4,0.149,0.0429870098170235,"7","Lyrm1"
"Ypel5",3.89317637073078e-06,0.380092034505278,0.511,0.225,0.0432259372442239,"7","Ypel5"
"Ccdc127",4.07802566878435e-06,0.358700671578999,0.578,0.269,0.0452783190005127,"7","Ccdc127"
"Bud31",4.09131820935787e-06,0.336531162604494,0.533,0.234,0.0454259060785005,"7","Bud31"
"Rpl10a",4.12385093625136e-06,0.535605706038827,0.778,0.588,0.0457871169451989,"7","Rpl10a"
"Atp1a1",4.14797053759341e-06,0.396991004063455,0.6,0.283,0.0460549168788996,"7","Atp1a1"
"Kxd1",4.3134108493894e-06,0.354296492182749,1,0.998,0.0478918006607705,"7","Kxd1"
"Dynll12",4.31906637207095e-06,0.420001269534675,0.956,0.844,0.0479545939291038,"7","Dynll1"
"Emc3",4.36484895137096e-06,0.3684606664021,0.422,0.166,0.0484629179070718,"7","Emc3"
"Etfa",4.39046586670279e-06,0.307353791578778,0.489,0.201,0.0487473425180011,"7","Etfa"
