"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ap2a2",1.26291005180669e-06,0.25162492733613,0.426,0.269,0.0140220903052097,"2","Ap2a2"
"Scg21",1.33727547848687e-06,0.277201925174427,0.996,0.979,0.0148477696376397,"2","Scg2"
"Fip1l1",1.8064294343323e-06,0.256990746510362,0.392,0.244,0.0200567860093915,"2","Fip1l1"
"Fkbp3",1.88311519081286e-06,0.254909281072477,0.743,0.561,0.0209082279635952,"2","Fkbp3"
"Sesn3",2.31797707625393e-06,0.27025202611722,0.494,0.339,0.0257364994776474,"2","Sesn3"
"Eif4a1",2.39913799306297e-06,0.271760116123748,0.89,0.879,0.0266376291369782,"2","Eif4a1"
"Zcrb1",2.95844677915525e-06,0.258151539610594,0.654,0.477,0.0328476345889607,"2","Zcrb1"
"Cga",7.69406075110125e-35,1.24895959611845,1,0.982,8.54271565194771e-31,"3","Cga"
"Prl",3.3116928310302e-22,0.731384274468285,1,1,3.67697255029284e-18,"3","Prl"
"B2m",1.48526028494678e-21,0.524029135405849,0.873,0.361,1.64908449437641e-17,"3","B2m"
"Dlk1",1.48311929640322e-16,0.335188039335611,0.975,0.587,1.64670735479649e-12,"3","Dlk1"
"Clu",1.24238752667209e-12,0.866780142285585,0.407,0.171,1.37942287086402e-08,"3","Clu"
"Pomc1",2.10216576221108e-12,0.584550584275519,1,1,2.33403464578297e-08,"3","Pomc"
"Itm2c",2.50341240253227e-12,0.664107970582593,0.966,0.652,2.77953879053158e-08,"3","Itm2c"
"Cd63",7.59328620902177e-11,0.532010023795292,0.958,0.617,8.43082567787688e-07,"3","Cd63"
"Chga",1.2336769425863e-07,0.73259788073061,0.847,0.661,0.00136975150935356,"3","Chga"
"Mest",3.85824993913707e-07,0.390280017135012,0.517,0.287,0.00428381490742389,"3","Mest"
"Ptn",2.94763609314666e-06,0.330085901718793,0.288,0.132,0.0327276035422074,"3","Ptn"
"Dlk11",3.28330515458847e-09,0.603848224321475,0.856,0.61,3.64545371313958e-05,"4","Dlk1"
"B2m1",1.76926986982674e-06,0.414509789352856,0.639,0.4,0.0196442033646863,"4","B2m"
"Cga1",2.32768623999968e-06,0.627133514579868,0.979,0.985,0.0258443003227164,"4","Cga"
