,loss,f1_score,val_loss,val_f1_score
34,4.654001712799072,0.9452647566795349,7.2374186515808105,0.7704626321792603
35,5.425882816314697,0.956261396408081,6.406641960144043,0.8077353835105896
36,4.632532119750977,0.967577338218689,5.464425086975098,0.8119927048683167
37,3.896197557449341,0.9788542985916138,4.724194526672363,0.8034286499023438
38,3.42205548286438,0.9790626764297485,4.394081115722656,0.8158989548683167
39,3.246397018432617,0.9812835454940796,4.165356636047363,0.7664269804954529
40,2.86358380317688,0.9807177186012268,3.7137467861175537,0.8279423713684082
41,2.734098434448242,0.9836562871932983,3.6219327449798584,0.8131528496742249
42,2.9174654483795166,0.97236567735672,4.40940523147583,0.7818917036056519
43,4.138569355010986,0.9459864497184753,7.240457534790039,0.7157566547393799
44,7.091443061828613,0.913585901260376,9.571342468261719,0.7975836992263794
45,7.677016735076904,0.9353924989700317,8.5145263671875,0.7838808298110962
46,6.220211505889893,0.9682366847991943,6.588628768920898,0.8092321157455444
47,4.275333404541016,0.9896449446678162,4.549038887023926,0.82936030626297
48,2.8612897396087646,0.995103120803833,3.5685718059539795,0.8103458881378174
49,2.88581919670105,0.9742334485054016,4.2823357582092285,0.826637864112854
50,3.4678361415863037,0.9773017764091492,4.3637542724609375,0.8362564444541931
51,3.1014533042907715,0.9816597700119019,3.8868861198425293,0.8802352547645569
52,2.7484922409057617,0.9905664920806885,3.4493165016174316,0.8518580198287964
53,2.7765705585479736,0.9794917106628418,4.08787202835083,0.8312233686447144
54,3.3540494441986084,0.9609625935554504,5.29111909866333,0.7953507304191589
55,4.165534019470215,0.9568945169448853,5.370395183563232,0.8301087021827698
56,4.4632391929626465,0.9599005579948425,5.850518226623535,0.8155538439750671
57,4.188261985778809,0.9657273292541504,5.081888198852539,0.8312901258468628
58,3.732391357421875,0.9748243093490601,4.799636363983154,0.7740214467048645
59,3.412363290786743,0.9868184328079224,4.196048259735107,0.8323156833648682
60,2.813568353652954,0.9834086894989014,3.793733835220337,0.8245612382888794
