,loss,f1_score,val_loss,val_f1_score
0,173.6849822998047,0.2609075903892517,619.0089111328125,0.0731707364320755
1,612.9127197265625,0.3836585283279419,455.5062561035156,0.39375001192092896
2,461.5999755859375,0.7982302904129028,495.5661926269531,0.13446970283985138
3,473.26104736328125,0.6178206205368042,404.032470703125,0.3687683343887329
4,398.63873291015625,0.6867913603782654,373.45050048828125,0.42989417910575867
5,363.69439697265625,0.796520471572876,350.14862060546875,0.34315788745880127
6,341.18585205078125,0.7506016492843628,310.24713134765625,0.44981884956359863
7,303.0302734375,0.9369774460792542,283.62506103515625,0.41005846858024597
8,272.8428955078125,0.8907027840614319,270.08941650390625,0.1985294222831726
9,259.5494079589844,0.72777259349823,253.1886749267578,0.46766212582588196
10,248.3260040283203,0.8257719874382019,240.8729705810547,0.4426218867301941
11,234.2589111328125,0.8945741057395935,237.34014892578125,0.2690476179122925
12,229.10475158691406,0.619818925857544,228.6888427734375,0.5046153664588928
13,221.75747680664062,0.9175405502319336,223.9017791748047,0.5796356201171875
14,218.55992126464844,0.935181200504303,214.4100799560547,0.6758928298950195
15,212.4362030029297,0.8441219329833984,205.33099365234375,0.5246031284332275
16,199.5713348388672,0.9350521564483643,192.50802612304688,0.6113553047180176
17,187.7985382080078,0.954697847366333,179.99142456054688,0.5489649176597595
18,175.2938995361328,0.9413238167762756,171.98973083496094,0.4709991216659546
19,166.9988555908203,0.9534921646118164,174.24746704101562,0.38168448209762573
20,167.05984497070312,0.8483645915985107,176.7078094482422,0.5497108697891235
21,171.05044555664062,0.9623332023620605,176.9611358642578,0.41111111640930176
22,169.45834350585938,0.9181661605834961,166.67568969726562,0.39374998211860657
23,160.13108825683594,0.9627188444137573,155.57733154296875,0.4910714030265808
24,150.05548095703125,0.9608257412910461,148.98779296875,0.43511903285980225
25,142.07659912109375,0.9572503566741943,140.2112579345703,0.5905815362930298
26,136.316650390625,0.9478870630264282,137.93545532226562,0.6237179636955261
27,134.85275268554688,0.9552257657051086,140.518798828125,0.7351269721984863
28,137.9485321044922,0.9531269073486328,141.82760620117188,0.6066653728485107
29,138.60049438476562,0.9116182923316956,137.8520050048828,0.5642856955528259
30,134.7484893798828,0.9521253705024719,142.57127380371094,0.3567914366722107
31,135.74232482910156,0.8713868856430054,137.68663024902344,0.5366421937942505
32,134.5782012939453,0.9448736906051636,136.4383544921875,0.5840278267860413
33,132.53709411621094,0.9706748723983765,133.26109313964844,0.5395833253860474
34,129.22242736816406,0.9829792976379395,128.89781188964844,0.5152243375778198
35,124.16381072998047,0.9637622237205505,125.31143951416016,0.5143665075302124
36,120.17030334472656,0.9462724924087524,125.16753387451172,0.45181649923324585
37,122.44505310058594,0.9794083833694458,131.99339294433594,0.4128078818321228
38,126.63096618652344,0.8047177791595459,126.4358139038086,0.4376984238624573
39,121.73506164550781,0.9782270193099976,126.60122680664062,0.43458130955696106
40,119.18860626220703,0.951348066329956,122.39242553710938,0.5362529754638672
41,116.56926727294922,0.9785251617431641,119.07125854492188,0.5229678153991699
42,113.20681762695312,0.9336674809455872,114.89546966552734,0.5688349008560181
43,109.74449157714844,0.9956939816474915,111.77031707763672,0.5901666879653931
44,106.49877166748047,0.9952746033668518,109.76124572753906,0.5074915885925293
45,103.52397155761719,0.9874753952026367,106.37793731689453,0.4880952537059784
46,100.82847595214844,0.9603842496871948,103.7590560913086,0.5104166865348816
47,100.0881576538086,0.9442471265792847,104.64118194580078,0.44010433554649353
48,100.4984359741211,0.9846838116645813,102.37710571289062,0.5684406757354736
49,98.98164367675781,0.978044867515564,99.4512710571289,0.6368364095687866
50,96.3493881225586,0.9681471586227417,99.10150146484375,0.6125044822692871
51,96.1200942993164,0.9450315833091736,99.20916748046875,0.6250891089439392
52,95.97541809082031,0.9608256816864014,97.39398193359375,0.6376068592071533
53,94.88024139404297,0.9858843088150024,95.75247192382812,0.5250582695007324
